"","GO_Biological_Process_2018.Term","GO_Biological_Process_2018.Overlap","GO_Biological_Process_2018.P.value","GO_Biological_Process_2018.Adjusted.P.value","GO_Biological_Process_2018.Old.P.value","GO_Biological_Process_2018.Old.Adjusted.P.value","GO_Biological_Process_2018.Odds.Ratio","GO_Biological_Process_2018.Combined.Score","GO_Biological_Process_2018.Genes"
"2246","Notch signaling involved in heart development (GO:0061314)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"GALNT11;NOTCH1"
"2247","engulfment of apoptotic cell (GO:0043652)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"ADGRB1;RAC2"
"2248","positive regulation of rRNA processing (GO:2000234)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"DIMT1;BUD23"
"2249","cellular response to superoxide (GO:0071451)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CCS;SOD2"
"2250","postsynaptic density organization (GO:0097106)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"NLGN2;NRXN2"
"2251","regulation of leukocyte activation (GO:0002694)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CD74;MYO18A"
"2252","negative regulation of interferon-beta production (GO:0032688)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"PTPRS;CACTIN"
"2253","ether lipid metabolic process (GO:0046485)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"PLA2G16;FAR1"
"2254","regulation of hair cycle (GO:0042634)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"PER1;CLOCK"
"2255","mRNA methylation (GO:0080009)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CMTR1;VIRMA"
"2256","cellular response to leucine (GO:0071233)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"SESN1;UBR2"
"2257","negative regulation of lipid localization (GO:1905953)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"NR1H2;ITGAV"
"2258","endosome to melanosome transport (GO:0035646)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"AP3D1;AP1M1"
"2259","dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"DNM1;DNM2"
"2260","mast cell mediated immunity (GO:0002448)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CHGA;S100A13"
"2261","positive regulation of vascular endothelial cell proliferation (GO:1905564)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"FGF2;FGFR1"
"2262","axonal transport of mitochondrion (GO:0019896)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"NEFL;HAP1"
"2263","cellular response to acidic pH (GO:0071468)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CHORDC1;RAB11FIP5"
"2264","neuron projection organization (GO:0106027)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"ARF1;PICK1"
"2265","sphingosine metabolic process (GO:0006670)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"SPHK2;GBA"
"2266","establishment of epithelial cell apical/basal polarity (GO:0045198)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"SLC9A3R1;SH3BP1"
"2267","DNA topological change (GO:0006265)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"TOP3B;TOP1"
"2268","vitamin transmembrane transport (GO:0035461)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"SLC5A6;SLC46A1"
"2269","removal of superoxide radicals (GO:0019430)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"CCS;SOD2"
"2270","positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter (GO:1901838)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"NCL;MARS"
"2271","dynamin family protein polymerization involved in membrane fission (GO:0003373)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"DNM1;DNM2"
"2272","actin filament reorganization (GO:0090527)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"DMTN;WHAMM"
"2273","positive regulation of triglyceride biosynthetic process (GO:0010867)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"SREBF1;NR1H2"
"2274","long-chain fatty acid biosynthetic process (GO:0042759)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"ELOVL6;ALOXE3"
"2275","positive regulation of mitochondrial translation (GO:0070131)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"RMND1;MPV17L2"
"2276","cellular response to dopamine (GO:1903351)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"ABL1;DRD1"
"2277","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"HTRA2;PARK7"
"2278","neurotrophin TRK receptor signaling pathway (GO:0048011)","2/9",0.464329007357029,0.904809685539005,0,0,1.40764897717166,1.07989467856398,"ZFYVE27;HAP1"
"2279","macromolecular complex assembly (GO:0065003)","21/120",0.46502329403036,0.90576498560806,0,0,1.04517446377911,0.800256411353193,"CD74;DMTN;ST13;GPAA1;SLC2A1;IL1RAP;WASL;TANK;TAPBP;ADD2;SLC9A3R1;SLC7A6;ZW10;CSNK2B;HSF1;TUBGCP4;WASF1;LLGL1;VAMP2;HES5;MPHOSPH6"
"2280","DNA damage checkpoint (GO:0000077)","7/38",0.465586052484966,0.90646337148279,0,0,1.11253926902153,0.850489921687031,"DONSON;HUS1;INTS7;PRPF19;USP28;CLOCK;RAD9A"
"2281","unsaturated fatty acid metabolic process (GO:0033559)","8/44",0.470043210438706,0.910433213559713,0,0,1.09487509487509,0.826554768576086,"FADS2;ACOT8;DAGLA;ACSL1;GSTP1;DECR2;ALOXE3;FADS1"
"2282","cellular response to lipopolysaccharide (GO:0071222)","16/91",0.471630963248479,0.910433213559713,0,0,1.05110648010321,0.789967964046314,"UPF1;XBP1;PRKCE;GSTP1;NR1H2;CTR9;DAB2IP;NR1D1;MAPK14;HCK;SELENOS;IRAK1;TNIP2;PDCD4;PAF1;CACTIN"
"2283","wound healing (GO:0042060)","9/50",0.473797813982115,0.910433213559713,0,0,1.08151819486109,0.807866622152986,"MACF1;SYT11;TPM1;WNT7A;MIA3;RAF1;FGF2;CORO1B;SYT7"
"2284","receptor internalization (GO:0031623)","9/50",0.473797813982115,0.910433213559713,0,0,1.08151819486109,0.807866622152986,"SNX1;FCER1G;RAMP3;TFRC;LRP1;CD81;ARRB2;DNM1;DNM2"
"2285","cellular response to organonitrogen compound (GO:0071417)","17/97",0.473873915116195,0.910433213559713,0,0,1.04699597974985,0.781911249900536,"XBP1;DMTN;PDE2A;ACTB;RYR3;RELA;HSP90B1;RAP1B;CPEB1;SESN1;AKAP9;RAPGEF1;CTNNA1;INPP5K;NSMF;LAMTOR2;LAMTOR3"
"2286","myotube differentiation (GO:0014902)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SKI;MYEF2;ADGRB3"
"2287","NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"NAXE;NAPRT;NAXD"
"2288","regulation of mRNA metabolic process (GO:1903311)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SRPK2;SAFB2;SAFB"
"2289","positive regulation of glycolytic process (GO:0045821)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"PFKFB2;MLXIPL;PFKFB4"
"2290","positive regulation of small GTPase mediated signal transduction (GO:0051057)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"NOTCH1;RASGEF1A;RASGRF1"
"2291","negative regulation of TORC1 signaling (GO:1904262)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"STK11;SESN1;KPTN"
"2292","positive regulation of coenzyme metabolic process (GO:0051197)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"PFKFB2;MLXIPL;PFKFB4"
"2293","L-alpha-amino acid transmembrane transport (GO:1902475)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SLC7A5;SLC1A3;SLC25A22"
"2294","G-protein coupled glutamate receptor signaling pathway (GO:0007216)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"GRM2;DAGLA;HOMER3"
"2295","negative regulation of insulin secretion (GO:0046676)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"KCNB1;SIRT4;PIM3"
"2296","unsaturated fatty acid biosynthetic process (GO:0006636)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"DECR2;ALOXE3;FADS1"
"2297","glycerophospholipid catabolic process (GO:0046475)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"ABHD12;GPCPD1;PRDX6"
"2298","negative regulation of interleukin-2 production (GO:0032703)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"KAT5;TRIM27;CD34"
"2299","mesenchyme morphogenesis (GO:0072132)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SMAD2;NOTCH1;ENG"
"2300","intra-S DNA damage checkpoint (GO:0031573)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"EME2;HUS1;RAD9A"
"2301","ganglioside metabolic process (GO:0001573)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"NEU4;NEU1;B4GALNT1"
"2302","regulation of exit from mitosis (GO:0007096)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"CDC23;ZW10;PHB2"
"2303","regulation of delayed rectifier potassium channel activity (GO:1902259)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SUMO1;ANK3;VAMP2"
"2304","negative regulation of muscle cell differentiation (GO:0051148)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"PTBP1;NOTCH1;DLL1"
"2305","positive regulation of viral release from host cell (GO:1902188)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"VPS4A;CHMP2A;CHMP4B"
"2306","negative regulation of signal transduction by p53 class mediator (GO:1901797)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"CD74;RNF34;PTTG1IP"
"2307","negative regulation of axon extension involved in axon guidance (GO:0048843)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SEMA4A;SEMA4B;SEMA4F"
"2308","positive regulation of cellular response to insulin stimulus (GO:1900078)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"PIK3R3;PIK3R2;SORBS1"
"2309","filopodium assembly (GO:0046847)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"ARHGEF4;SRGAP2;FGD2"
"2310","monovalent inorganic anion homeostasis (GO:0055083)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SLC12A5;SLC12A6;SLC12A9"
"2311","positive regulation of double-strand break repair (GO:2000781)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"MMS19;NUDT16;FOXM1"
"2312","regulation of RNA export from nucleus (GO:0046831)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"CPSF6;ZC3H3;AKAP8L"
"2313","positive regulation of protein export from nucleus (GO:0046827)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"CAMK1;GAS6;RBM22"
"2314","cytoplasmic sequestering of protein (GO:0051220)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"YWHAB;FLNA;GET4"
"2315","regulation of peptide secretion (GO:0002791)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"CD74;P3H1;LLGL1"
"2316","negative regulation of anoikis (GO:2000811)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"NOTCH1;PTK2;MCL1"
"2317","base conversion or substitution editing (GO:0016553)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"ADAR;ADARB1;NUDT16"
"2318","cellular sodium ion homeostasis (GO:0006883)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"ATP1B2;ATP1B1;SLC8A1"
"2319","selective autophagy (GO:0061912)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"BECN1;UBQLN1;AMBRA1"
"2320","negative regulation of adherens junction organization (GO:1903392)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"DMTN;CORO1C;CLASP2"
"2321","regulation of B cell differentiation (GO:0045577)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"XBP1;PPP2R3C;INHBA"
"2322","embryonic axis specification (GO:0000578)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"SMAD2;PTCH1;WNT7A"
"2323","protein localization to chromosome, telomeric region (GO:0070198)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"ACD;TINF2;NABP2"
"2324","positive regulation of protein import (GO:1904591)","3/15",0.476649422913443,0.910433213559713,0,0,1.23168742586002,0.912648384254988,"PDCD5;RBM22;ZPR1"
"2325","regulation of actin filament-based process (GO:0032970)","11/62",0.479882417814833,0.916214216206471,0,0,1.06265883285538,0.780219170805423,"EPHA5;DMTN;LRP1;SH3BP1;MLST8;ARHGEF19;FSCN1;TWF2;ABL1;CORO1A;GPM6B"
"2326","positive regulation of transcription, DNA-templated (GO:0045893)","190/1120",0.480418118025413,0.916842659464664,0,0,1.0067520804848,0.738048414936604,"CCNK;CRTC2;CRTC1;CD81;HNRNPU;PARK7;FGF2;IKZF4;CHCHD2;TBK1;TRIM28;KAT5;ZMIZ1;RUVBL2;ZMIZ2;PIM2;CCNL1;RNF111;HMGN1;MEN1;MEF2A;MAP2K3;SMARCC2;MAP2K2;RPL23;LMO2;THOC1;PIAS1;NPAS4;DDX39B;TFR2;RFX5;PHIP;PRKD1;CLOCK;KMT2E;DLX1;DDX5;NOTCH1;CTR9;PIK3R2;WDR61;PHB;SEC14L2;DHX33;IRAK1;DEAF1;DDRGK1;MYO6;DVL1;DVL2;DVL3;INPP5K;CAMTA2;RIPK1;ZBTB18;IVNS1ABP;SMAD2;ZBTB17;XBP1;XRCC6;POU2F1;AUTS2;SS18L1;SS18L2;GLMP;NR1D2;INHBA;INO80;NR1D1;SMARCA1;SMARCA2;BTBD8;TRERF1;SMAD5;NFKB2;CDK9;MLXIPL;NR4A1;DAB2;MAVS;HNRNPK;FUBP3;TADA3;CAPRIN2;HNRNPD;PIN1;PAF1;MMS19;CDK13;OGT;NFE2L1;NFE2L2;RNF187;CDKN1C;RNF10;CALCOCO1;LDB1;ELL;THRA;RNF14;PTPRN;PHF1;AKAP8L;ILK;YBX1;FOXM1;MED12;IKBKB;PPP3CA;LYL1;FLCN;DBP;MLX;CEP290;HRAS;SS18;SREBF1;PRMT2;TET2;SIRT7;ETV4;KLF15;SREBF2;DNM2;MED25;SFPQ;KAT2A;MED24;PSRC1;IRF3;THRAP3;TET3;MTF2;ITGA6;MAPRE3;ARHGEF2;TLR3;ENG;HDAC5;HDAC3;USP16;ATF6B;HDAC1;WBP2;ZBTB48;CXXC1;MOSPD1;RNF4;DLL1;RELA;CAMKK2;RXRB;MAPK7;PLAGL1;HSF1;E2F4;APBB1;MEF2D;HES5;BRD4;MBD4;CD74;ARNT2;NPM1;USP21;MCRS1;CNBP;NR1H2;DAB2IP;WNT7A;HNRNPAB;USF2;USF1;KLF2;VEGFA;SKI;PER1;PSMC3;TNIP2;NFIC;ERCC2;TAF8;NAA15;CAMK1;PAXBP1;PFKM;RBMX;SSBP4;ZPR1"
"2327","monocarboxylic acid biosynthetic process (GO:0072330)","12/68",0.482420041333206,0.919615081083669,0,0,1.05575379125781,0.769581262962613,"PER2;BCAN;ACOT8;SRR;XBP1;OSBPL7;DSEL;NDUFAB1;PARK7;CYP46A1;OSBPL1A;SLC27A2"
"2328","mRNA transcription (GO:0009299)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"MBD4;DDX5;LMO2;HSF1"
"2329","positive regulation of translational initiation (GO:0045948)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"PPP1R15A;CDC123;RPS6KB1;RPS6KB2"
"2330","establishment of endothelial barrier (GO:0061028)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"TJP1;RAP1B;PDE2A;RAPGEF1"
"2331","nucleotide-excision repair, preincision complex stabilization (GO:0006293)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"ERCC2;GTF2H3;GTF2H5;DDB2"
"2332","phosphatidylserine acyl-chain remodeling (GO:0036150)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"PLA2G16;PLA2G12A;PLA2G4E;LPCAT4"
"2333","mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"COX4I1;COX5B;COX6C;COX7C"
"2334","cellular protein complex localization (GO:0034629)","4/21",0.48352818185386,0.919615081083669,0,0,1.1592301115047,0.842349551030904,"EXOC3L4;NACC2;GPN1;EXOC1"
"2335","positive regulation of GTPase activity (GO:0043547)","33/192",0.483886559961951,0.91990254375636,0,0,1.02258279416912,0.742297738213437,"DOCK9;DOCK7;RASGRF1;THY1;RAP1GAP;CORO1C;SYDE1;ABR;SIPA1L1;SH3BP1;DVL3;EVI5L;TBC1D17;SRGAP2;HRAS;TBC1D10A;TBC1D22B;ARHGEF10;RALBP1;RABGAP1L;RALGAPA1;NTRK3;TBC1D8;ARHGAP27;NET1;SGSM1;RGP1;SGSM3;RAPGEF1;PIN1;PLXNB1;ITGA6;ANAPC2"
"2336","glucose homeostasis (GO:0042593)","13/74",0.484710133138592,0.921073750429028,0,0,1.0499800079968,0.760399963572663,"CRTC2;KCNB1;PIK3R2;PARK7;ADIPOR1;ADIPOR2;USF1;MLXIPL;STK11;HECTD4;CRY2;INPP5K;PDK2"
"2337","spindle assembly (GO:0051225)","14/80",0.486797485869603,0.924644432937598,0,0,1.04508037831453,0.7523607661184,"ARHGEF10;HDAC3;BCCIP;CSNK1D;INO80;TUBG1;RAB11A;GOLGA2;WRAP73;FLNA;TUBGCP6;TUBGCP3;TUBGCP4;MAP9"
"2338","cargo loading into vesicle (GO:0035459)","5/27",0.488228515543963,0.925382741460143,0,0,1.11970596169409,0.802797501608816,"SEC13;TMED2;MIA3;SEC24C;SEC31A"
"2339","regulation of protein localization to cell surface (GO:2000008)","5/27",0.488228515543963,0.925382741460143,0,0,1.11970596169409,0.802797501608816,"HSP90AB1;ACTN2;TM9SF4;GPM6B;RAB11FIP5"
"2340","regulation of calcium ion transmembrane transporter activity (GO:1901019)","5/27",0.488228515543963,0.925382741460143,0,0,1.11970596169409,0.802797501608816,"CACNB1;CAMK2D;CACNB3;JPH3;CALM1"
"2341","response to hexose (GO:0009746)","5/27",0.488228515543963,0.925382741460143,0,0,1.11970596169409,0.802797501608816,"PFKL;SELENOS;SLC2A5;EIF2B1;VAMP2"
"2342","endocytic recycling (GO:0032456)","5/27",0.488228515543963,0.925382741460143,0,0,1.11970596169409,0.802797501608816,"RAB14;VPS52;MICALL1;PTPN23;SNF8"
"2343","positive regulation of cellular metabolic process (GO:0031325)","16/92",0.490492005888881,0.927382854578526,0,0,1.03721345638583,0.738855165883442,"NSF;PRELID1;RAMP3;HDAC1;RAB1B;NR1H2;WNT7A;ARRB2;INHBA;MAPK14;HDAC6;RNF41;VEGFA;PICK1;RIPK1;APOE"
"2344","cell cycle G1/S phase transition (GO:0044843)","16/92",0.490492005888881,0.927382854578526,0,0,1.03721345638583,0.738855165883442,"PLK3;RANBP1;RANBP3;MAX;PLK2;CAMK2A;CUL1;CDC7;INHBA;CDC34;ORC6;RPS6KB1;ORC3;POLE3;PIM2;BCAT1"
"2345","protein acetylation (GO:0006473)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"NAA60;NAA40;NAA20;NAA35;NAA15;CLOCK"
"2346","chemical synaptic transmission, postsynaptic (GO:0099565)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"NPAS4;MPP2;GSK3A;ARRB2;GRIN2C;GRIN2B"
"2347","regulation of T cell differentiation (GO:0045580)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"XBP1;PRELID1;KAT2A;ZMIZ1;CLPTM1;ABL1"
"2348","regulation of autophagosome assembly (GO:2000785)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"PINK1;RAB1B;NPRL2;FEZ1;NPRL3;CHMP4B"
"2349","positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"SLC9A3R1;SFPQ;NACC2;BAX;SEPT4;BCL2L1"
"2350","regulation of postsynaptic membrane potential (GO:0060078)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"NPAS4;MPP2;GSK3A;ARRB2;GRIN2C;GRIN2B"
"2351","transcription initiation from RNA polymerase I promoter (GO:0006361)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"TAF1D;TBP;ERCC2;POLR2E;GTF2H3;GTF2H5"
"2352","positive regulation of catalytic activity (GO:0043085)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"APH1A;NCSTN;YWHAB;ABL1;AZIN2;MAPK14"
"2353","transcription from RNA polymerase I promoter (GO:0006360)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"TAF1D;TBP;ERCC2;POLR2E;GTF2H3;GTF2H5"
"2354","positive regulation of adenylate cyclase activity (GO:0045762)","6/33",0.491790772623981,0.927382854578526,0,0,1.09481877246793,0.776994975930472,"CAP1;GNAL;ADCY9;ADCY3;DRD1;RAF1"
"2355","regulation of insulin secretion (GO:0050796)","17/98",0.492146132772905,0.927658888908249,0,0,1.03400760299708,0.733090285147361,"EPHA5;BRSK2;NLGN2;KCNB1;SLC2A1;SIRT4;ARL2;NR1D1;DOC2B;SYT7;PER2;GLUD1;CAPN10;SLC25A5;CLOCK;SLC25A4;CDK16"
"2356","skeletal muscle tissue development (GO:0007519)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"ZBTB18;SKI;IGSF8;ACTA1;MYL6;TAZ;LEMD2"
"2357","inositol lipid-mediated signaling (GO:0048017)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"RPS6KB1;PITPNM2;PI4KA;PIK3R2;OGT;FGFR1;EXOC1"
"2358","regulation of plasma membrane bounded cell projection assembly (GO:0120032)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"ATG3;DMTN;CAPZB;TCTEX1D2;TWF2;FSCN1;SSH3"
"2359","mitotic DNA damage checkpoint (GO:0044773)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"EME2;DONSON;HUS1;NOP53;CDK5RAP3;FBXO31;RAD9A"
"2360","alpha-amino acid catabolic process (GO:1901606)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"ALDH4A1;HMGCL;CBS;IVD;CARNS1;BLMH;PRODH"
"2361","regulation of type I interferon-mediated signaling pathway (GO:0060338)","7/39",0.494664195522767,0.930035732285288,0,0,1.07770746733967,0.758572571631411,"MAVS;HSP90AB1;CNOT7;STAT2;CACTIN;JAK1;IFNAR1"
"2362","negative regulation of cytokine production (GO:0001818)","19/110",0.49515206960211,0.930558864082881,0,0,1.02865132483726,0.723029092083817,"OTUD5;CUEDC2;GBA;SARS;DLL1;TWSG1;MAVS;TBK1;KAT5;SELENOS;IRF3;GPNMB;PCBP2;TAX1BP1;PDCD4;PIN1;UFD1;GAS6;CACTIN"
"2363","positive regulation of blood vessel endothelial cell migration (GO:0043536)","8/45",0.497079671471349,0.932996474275399,0,0,1.06521965981425,0.744593826724012,"MAP2K3;ATP5B;MAP3K3;PLCG1;PRKD1;FGF2;VEGFA;FGFR1"
"2364","peptidyl-asparagine modification (GO:0018196)","8/45",0.497079671471349,0.932996474275399,0,0,1.06521965981425,0.744593826724012,"LMAN1;DPM2;VCP;RPN2;RPN1;SYVN1;HIF1AN;ST6GALNAC4"
"2365","negative regulation of ossification (GO:0030279)","8/45",0.497079671471349,0.932996474275399,0,0,1.06521965981425,0.744593826724012,"SKI;ECM1;NOTCH1;PTCH1;NBR1;CHRD;BCOR;MEN1"
"2366","telomere maintenance (GO:0000723)","9/51",0.49917021132103,0.936524331383791,0,0,1.05570409982175,0.733511798336781,"RECQL4;POLD3;CTC1;ACD;XRCC6;APEX1;TINF2;ZBTB48;TELO2"
"2367","synapse assembly (GO:0007416)","11/63",0.5026808636672,0.937296975846422,0,0,1.04216020305497,0.716797554333441,"NPAS4;ACHE;DBNL;NLGN2;SPOCK2;DVL1;NRXN2;WNT7A;NRCAM;DRD1;SDK2"
"2368","regulation of actin cytoskeleton organization (GO:0032956)","13/75",0.505587337012603,0.937296975846422,0,0,1.03298247970678,0.70452967038825,"EPHA5;DMTN;LRP1;DAPK3;ARHGEF19;TWF2;CORO1A;SH3BP1;ARHGDIA;MLST8;FSCN1;ABL1;GPM6B"
"2369","positive regulation of binding (GO:0051099)","14/81",0.506880138491449,0.937296975846422,0,0,1.02941999316124,0.699471034607589,"LRP1;USP33;RPL11;DERL1;ADD1;NME1;ADD2;SKI;MED25;STMN1;CAPRIN2;FLOT1;APOE;MEN1"
"2370","regulation of MAP kinase activity (GO:0043405)","15/87",0.508088594071793,0.937296975846422,0,0,1.02635168650794,0.694942161240326,"DUSP1;GSTP1;GBA;DAB2IP;FGF2;PIK3R6;VEGFA;UCHL1;IRAK1;HGS;INPP5K;APOE;HRAS;CDK5RAP3;FGFR1"
"2371","cellular transition metal ion homeostasis (GO:0046916)","16/93",0.509224987950223,0.937296975846422,0,0,1.02368129042735,0.690847022673698,"ARF1;SLC46A1;SLC30A9;TFRC;ATP6AP1;ABCB6;SLC11A2;CUL1;TMEM199;SLC22A17;TFR2;FTH1;ATP13A2;CCDC22;ATP6V0D1;ISCU"
